text,spam
learn to play texas hold em and other poker classics on the most popular free site earn bonus from partypoker visit here qdwlougj,1
houston visit soussan thanks see you at vince faiz soussan on am to vince j kaminski enron com cc houston visit vince great i m glad that you re in town on wed i ll be staying the westin oaks in the galleria let s pls meet the hotel s lobby at pm i have both your work and cell and my work is below just in case i look forward to our dinner and catching up best soussan original message from vince j kaminski enron com mailto vince j kaminski enron com sent wednesday january am to faizs texaco com cc vince j kaminski enron com houston visit soussan nice to hear from you dinner on wednesday jan would be great please let me know where you are going to stay vince faiz soussan on pm to vince j kaminski enron com cc vkaminski aol com houston visit hello vince happy and hope all is well i ll be in houston the week of it will be great to have our belated dinner preferably on wed pls let me know whether you re available on wed or if not another day that week best soussan,0
the mathworks visit on shirley please confirm and put on my calendar vince forwarded by vince j kaminski hou ect on pm scott wakefield on am to vkamins enron com cc emcgoldrick mathworks com rbaker mathworks com the mathworks visit on hello vince myself eugene mcgoldrick and rick baker are looking forward to meet with you and your group on at pm eugene is the financial products program manager and rick is a financial engineer and author of several of toolboxes we want to understand the needs of your group to better demonstrate the proper tools do you or members of your group have specific applications that we can address please email me those items and i will coordinate the presentation with our group we would like to demonstrate how our tools can be used to rapidly develop applications be integrated with databases and other applications olf odbc databases excel vb etc and then deploy those applications at no cost to your traders and analysts i look forward to meeting you please do not hesitate to contact me thanks scott scott wakefield the mathworks inc phone e mail swakefield mathworks com,0
more energy amends fiona please find attached a brochure for the advertisement of the book it s similar to the other material we sent so i m assuming it will need the same modifications please pass along all the modifications as soon as possible receiving the changes from enron is the only thing holding up the printing of the book please let us know if there is anything that you need from us sincerely julie lacima group lres energ der a flyer pdf,0
clear benefits of creative design lt is really hard to recollect a company the market is full of sugqestions and the information isoverwhelminq but a good catchy logo stylish statlonery and outstanding webslte wiil make the task much easier we do not promise that havinq ordered a logo your company will automaticaily become a worid leader it isguite clear that without qood products effective business organization and practicable aim it will be hotat nowadays market but we do promise that your marketing efforts will become much more effective here is the list of clear benefits creativeness hand made original logos specially done to reflect your distinctive company image convenience logo and stationery are provided in all formats easy to use content management system letsyou change your website content and even its structure promptness you will see logo drafts within three business days affordability your marketing break through shouldn t make gaps in your budget satisfaction guaranteed we provide unlimited amount of changes with no extra fees for you to be surethat you will love the result of this collaboration have a look at our portfolio not interested,1
philippe jorion s pending visit to rice david it s even better dinner on the th works best for me i sent your outline to our cfo with my recommendation i hope to hear shortly from him vince david ikenberry on pm to vkamins ennron com cc philippe jorion s pending visit to rice hi vince we have tentatively re scheduled philippe jorion for monday march he will likely come for dinner on sunday march and return to california on march would dinner on the th and or a seminar sometime on monday the th work with your schedule thanks dave prof david ikenberry jones graduate school of management rice university,0
fca offrr hello welcome to phar seethe monline sh klystron op one of the leading oniine pharmaceutical s astride hops admission v ornate g assemblyman al l passingbell l l rebuke a positivism ra quibble cl i regulable sv parvenu a u tomtom m andmanyother save over needlework worldwide shlp overgrow plng total confidentiai convex ity over mi orthogonal iiion customers in countries have tighten a nice day,1
if your sex life is good then make it fantastic prescription medicine through an easy secure and confidential environment children are likely to live up to what you believe of them a rat who gnaws at a cat s tail invites destruction patience is the companion of wisdom i love people it s mankind i can t stand,1
option visualization vince and stinson i did some reserach on the option visualization here is one of the findings check this web site the image looks impressive this is done through a free software livegraphics d and mathematica take a look of the demo on the web site mentioned above to see if it is good enough for our purpose zimin ps what is livegraphics d livegraphics d is a non commercial java applet to display and rotate three dimensional graphics produced by mathematica in html pages it may be used without charge for any non commercial purposes mathematica is a program for symbolic and numeric mathematics by wolfram research inc wolfram research is also responsible for licensing livegraphics d for commercial purposes livegraphics d enables all mathematica users to put almost any three dimensional graphics computed by mathematica directly onto a html page such that everyone with a web browser supporting java e g communicator or internet explorer or higher can view and interactively rotate the graphics without any additional software additionally livegraphics d is able to show animations calculate stereo graphics integrate hyperlinks and display bitmap backgrounds,0
green card for paulo stinson yes makes perfect sense brad can start the process vince stinson gibner pm to vince j kaminski hou ect ect cc green card for paulo vince now that paulo is a manager i think we can start the process for trying to get him a permanent resident status should i contact brad mcsherry about this stinson,0
fea announces the release of energy thanks a lot chris yes we only have one shared network license zimin from chris jeska enron enronxgate on pm to zimin lu hou ect ect cc fea announces the release of energy zmin i spoke with the provider of this software am i to understand that there is only one concurrent user server licence for this software i am almost completed and would like to test this out let me know thanks chris original message from lu zimin sent tuesday february am to jeska chris fea announces the release of energy here we go again zimin forwarded by zimin lu hou ect on am zimin lu am to chris jeska na enron cc fea announces the release of energy forwarded by zimin lu hou ect on am vince j kaminski am to zimin lu hou ect ect cc vince j kaminski hou ect ect stinson gibner hou ect ect fea announces the release of energy zimin please take a look at it i think we should download the update vince forwarded by vince j kaminski hou ect on am michelle mendoza on pm to cc fea announces the release of energy january vince kaminski enron north america corp smith street th floor rm b houston tx dear vince kaminski this is to inform you of the release of energy ftp download instructions are available immediately the download instructions are included at the end of this email your cd s and manuals will be shipped to you within weeks please see below for more information regarding this new release please confirm that you are the correct recipient for this shipment and your address above is correct by clicking reply and send if any changes need to be made please make the changes above and reply warning please note that if you did not received a license key for energy after june you will need to contact support fea com or call to obtain a new license key to enable the new version swing users energy swing now replaces the swing product see the energy user manual for a discussion of the changes contact fea for the necessary license keys you will be able to run both the new and old swing simultaneously heres an overview of the new and changed features since version energy forward curve jump parameters are now calibrated for use in other energy functions inputs and outputs to powercalib and comcalib have changed see the corresponding function syntax in the user guide for additional information speed improvement the module is now out of beta energy basics different interpolation schemes on forward prices are now supported if you use indexswap exoticswap or optindexswap with floating price linked to a series of futures dates such futures dates need not be close to dates specified in the forward curve input a new utility function pathutil allows you to simulate and visualize price paths consistent with the models supported by energy speed improvement energy advanced different interpolation schemes on forward prices are now supported if you use optdiffswap or diffswap with floating price linked to a series of futures dates such futures dates need not be close to dates specified in the forward curve input calspreadopt now allows for the specification of two different mean reversion rates speed improvement energy swing swingopt and stripswingopt now allow for valuation of swing straddle contracts with overall load constraints speed improvement the module is now out of beta energy weather speed improvement if you have any questions please feel free to contact us we appreciate this opportunity to be of continuing service to enron north america corp regards michelle mendoza support fea com financial engineering associates inc fea to download energy via ftp follow the following instructions note using explorer leads to unpredictable results so we suggest using netscape or a dos shell using netscape in the location box type ftp energy ftp fea com password rbzxgv energy win exe is for windows nt download and run on a local drive using a dos shell at a dos prompt type ftp ftp fea com user energy password rbzxgv type binary and hit return type ls for a list of available files type get energy win exe and and wait for the ftp prompt type quit the file will be downloaded into the directory at which you entered the ftp site double click on the exe and follow the instructions on the screen,0
evaluation form mike please sign and return to me vince,0
viagrra scores hello welcome to pharmonlin puritanical e s profanation hop one of the buffet leading oniine pharmaceutical shops atrocity v northwards g suicide al stifling ll l wamble a r radiolocator ac desultory l i picket sv sledding a u planetstruck m andmanyother sav sierra e over worldwide shlpp exhale lng total confidenti gingery aiity over miiiion cu dramatization stomers in countries have a selfrealization nice day,1
it works greatt hello welcome to medzonli moonbeam ne shop we are pleased to introduce ourselves as one of the ieading online ph pandemonium armaceuticai shops coronal v disaster r a proportionality l afflicted ll rhomboid lag a chamfer cl is haycock va u furiosity m andmanyother save ov coachhouse er total confi appease dentiaiity worldwide phonetic shlpplng over blackleg miilion customers in countries have a ni converter ce day,1
winning notification bank giro loterij international promotion program van eeghenstraat gk amsterdam from the director of promotions international promotion dept ref ipl wpl batch gl a attention winner we are pleased to inform you of the release of the long awaited results of the bank giro loterij international promotion program held on the nd may you were entered as a dependent participants with reference number nm bc kyl and batch number nm kop your email address attached to the ticket number that drew the lucky winning number which consequently won the sweepstakes in the second category in four parts you have been approved for a payment of euros five hundred thousand euros in cash credited to file reference number ipl wpl this is from a total cash prize of five hundred thousand euros shared among the ten international winners in secondcategories congratulations all participants were selected through a computer ballot system drawn from ninety one thousand names of email users around the world as part of our international promotion programme due to mix up of some names and addresses we urge you to keep this award personal and discreet till your claims has been processed and your funds remitted to you this is part of our security measures to avoid double claiming or unwarranted taking advantage by other participants or impersonators to begin your claim do file for the release of your winning by contacting our accredited agent mr edger hansen esq bank giro loterij security agency tel fax email edghansen seeqmail com email admin bankgirolotto com your security file number is w ho b keep personal remember your winning must be claimed not later than failure to claim your winning prize will be added to next euros international lottery programme furthermore should there be any change in your address endeavor to inform the claim s agent as soon as possible once again congratulations yours sincerely ms shredder van nest roy director of promotion n b breach of confidentiality on the part of the winners will result to disqualification winners under yrs of age requires parental consent and approval bank giroloterij internationalpromo nv nl rc tm this communication together with the information it contains is intended for the person s and or organisation s named above and for no other person s and or organization s and may be confidential and protected by law unauthorised use copying or disclosure of any and or all of it may be unlawful should this communication be recieved in error please contact me immediately by means of a return email,1
year end performance feedback note you will receive this message each time you are selected as a reviewer you have been selected to participate in the year end performance management process by providing meaningful feedback on specific employee s your feedback plays an important role in the process and your participation is critical to the success of enron s performance management goals to complete requests for feedback access pep at pep corp enron com and select perform review under performance review services you may begin providing feedback immediately and are requested to have all feedback forms completed by friday november if you have any questions regarding pep or your responsibility in the process please contact the pep help desk at houston option london option email perfmgmt enron com thank you for your participation in this important process the following is a cumulative list of employee feedback requests with a status of open once you have submitted or declined an employee s request for feedback their name will no longer appear on this list review group enron feedback due date nov employee name supervisor name date selected andrews naveen c rudi c zipter oct baxter ashley david davies nov campos hector o peyton s gibner nov carson richard l richard b buy oct crenshaw shirley j wincenty j kaminski oct gandy kristin h celeste c roberts nov gorny vladimir theodore r murphy ii nov hewitt kirstee l steven leppard nov hickerson gary j jeffrey a shankman nov kindall kevin vasant shanbhogue oct leppard steven dale surbey nov patrick christie a mark a palmer nov pham bich anh t sarah brown nov raymond maureen j wincenty j kaminski nov rosen michael b christie a patrick nov sun li kevin kindall nov supatgiat chonawee peyton s gibner oct tamarchenko tanya v vasant shanbhogue oct tawney mark r jeffrey a shankman oct thuraisingham ravi paul h racicot jr nov williams matthew steven leppard nov yaman sevil vasant shanbhogue oct yuan ding richard l carson oct,0
alp presentation dennis thanks for you message i shall send you more information regarding the dinner later this week christie patrick who is in charge of our university liaison unit is making arrangements for the evening at the enron field hopefully we shall be able to combine dinner with a game vince dennis w loughridge on am please respond to to cc alp presentation vince i will be attending the alp presentation on may and would be pleased to join the team for dinner if it is not too late thank you dennis loughridge dennis w loughridge director of energy consortium rice university original message from vince j kaminski enron com mailto vince j kaminski enron com sent tuesday april am to loughrid rice edu cc luigical rice edu alp presentation sorry trying again i probably got a wrong e mail address and the original message was returned vince kaminski forwarded by vince j kaminski hou ect on am vince j kaminski am to barrett rice edu uecker rice edu cmiller rice edu lounghrid rice edu luigical rice edu cc vince j kaminski hou ect ect christie patrick hou ect ect shirley crenshaw hou ect ect kenneth parkhill na enron enron alp presentation on behalf of enron corp i would like to invite you to an alp project presentation by a group of students of jesse h jones graduate school of management rice university the students will present the results of a research project regarding electronic trading platforms in the energy industry the presentation will be held on may at p m at enron smith we would also like to invite you to dinner following the presentation vince kaminski vincent kaminski managing director research enron corp smith street room ebl houston tx phone cell fax e mail vkamins enron com,0
hello from vince kaminski at enron vince thank you for forwarding the following messages i am sorry that i am just now getting back to you my lotus notes was down all afternoon yesterday we currently have the cal berkeley general presentation set for wednesday october th at p m which works out well because it is just prior to the time deadline for students to submit their resumes the general presentation is a general overview of enron the program the interview process as well as a chance for students to meet and chat with enron reps since this is the first year that we are recruiting from cal berkeley i think that it is important that i attend this event on campus so that i can answer any interview process questions i will check the schedule and see if it is possible to move the presentation to the rd the only negative is that i will not be able to attend because i will be conducting interviews at rice that day also it is very difficult to find a location to hold the presentation and i need to check on location availability on the rd however i do think that we should take advantage of the seminar on campus this may mean that they are two seperate trips to campus perhaps we can also set up some other presentations for the rd or even the monday prior although i would like to be able to attend the class seminar presentations i don t think that it is as vital as the general presentation what are your thoughts thanks ashley vince j kaminski ect am to shmuel oren cc vince j kaminski hou ect ect ashley baxter corp enron enron hello from vince kaminski at enron shmuel thanks for the message i am working with our recruiter ashley baxter to finalize the date of the trip i shall shoot for october the rd if this date works for the rest of our team vince shmuel oren on am to vince j kaminski hou ect ect cc hello from vince kaminski at enron dear vince i sent you a reply earlier this month but i haven t heard from you about the date of your visit our department has a seminar every monday if you can schedule your visit on a monday i would like to invite you to give a seminar which will be attended by many of our graduate students and faculty and will give you an opportunity to tell them about your program with sufficient lead time i can advertise the seminar in the hass school to their financial engineering students shmuel shmuel s oren professor dept of industrial engineering and operations research etcheverry hall university of california berkeley ca e mail oren ieor berkeley edu phone or fax original message from to sent tuesday august am hello from vince kaminski at enron shmuel i hope you remember me i visited you together with aram sogomonian a good friend of mine a few years ago i am currently responsible among other things for recruiting graduates with finance and or technical backgrounds at the university of berkeley i would be glad to give you a call and talk more about the details of our program my colleague ashleybaxter from the analyst associate program at enron would join me as well i am sending you a copy of the brochure about the analyst associate program vince kaminski vincent kaminski managing director research enron corp smith street room ebl houston tx phone fax e mail vkamins enron com,0
entouch newsletter business highlights us natural gas teams the us natural gas marketing originations teams have had a successful lq in addition to mid market activity led by fred lagrasta new origination desk heads and marketing teams have been set up across the us and are led by the following west gas origination barry tycholiz central gas origination laura luce east gas origination frank vickers these teams have made significant inroads in focusing on customer coverage new accounts transportation syndication risk management products and market intelligence all of these individuals are open to any questions regarding the new businesses siebel summary eim s ability to rapidly transform its designated forest products and steel markets is dependent upon its ability to effectively manage the market participants and accelerate their adoption of eim s business strategy to achieve this objective eim will implement siebel sales enterprise a customer focused centralized database that effectively leverages all information learned about our customers and enables sharing of this information throughout the front mid and back offices siebel is designed to help in house and mobile sales professionals in large organizations manage accounts contacts activities and opportunities associated with the sales cycle eim fundamentals is leading the siebel implementation effort in the news enron is hosting the new york energy risk management seminar at the st regis hotel in new york city on april topics include power outlook natural gas outlook and weather risk management to rsvp contact laura pena at x welcome new hires egm sherman franzen fariba karimi ryan krogmeier lawrence marcus eim ronald barnes paul hanks chad ihrig stella pedroza linda silva ena hagar kedem steven merriss courdney williams diane fellers transfers ena tammie schoppe lynna kacal johnna kokenge karen jones stuart zisman anne labbe egm justin cornett george thomas richard yeboah phi khanh wolfe alan harvey philip berry ethan schultz sanjeev khanna mingcheng lian nuggets notes we have to move paper make money and move the industry rodney malcolm vice president forest products eim congratulations to angela and chris connelly manager in coal trading they are the proud parents of nicholas connelly born on march and weighed lbs oz rumor has it that at hours of age he had more hair than his father congratulations to carmen and glenn wright director in steel origination who welcomed little lauren nicole born march she weighed in at lbs oz and debuted with a full head of hair and making lots of noise legal stuff the information contained in this newsletter is confidential and proprietary to enron corp and its subsidiaries it is intended for internal use only and should not be disclosed,0
change video to teleconferences enron fyi vince forwarded by vince j kaminski hou ect on am fap on am to clay degiacinto deepa mallik dennis feerick heather thorne jack rejtman jason cummins kim whitsel nicholas levitt omar bassel ram vittal steve lessar thomas tulika bhalla vincent chen cc fap vkamins enron com patterm wharton upenn edu change video to teleconferences enron shdh shdh shdh please note that the remaining videoconferences scheduled with enron have been changed to teleconferences due to the difficulties we have experienced the host has agreed and we will therefore continue with teleconferences in the same locations dates as noted above any questions please contact the fap office thanks donna,0
hello guys john thanks i have reserved march the nd for the meeting vince john d martin on pm to vkamins enron com sgibner ect enron com cc hello guys vince and stinson just got a copy of the attached paper and thought it may have some interest for you guys on another note i am putting together a workshop in the spring on the new economy and business education and will be seeking out some enron network people to join in the discussion hours on friday march nd i ll let you know more as we work through the details the idea is to brainstorm about the new world you guys work in every day and its implications for what we should be doing hope this is interesting to you and that you ll want to spend the day with us take care and enjoy the weekend john risk pdf john d martin carr p collins chair in finance finance department baylor university po box waco tx office fax j martin baylor edu web hsb baylor edu html martinj home html,0
ca for henwood engagement sandeep it probably makes sense for you to directly coordinate the signing of the contract for henwood attached is another copy of the earlier email containing a draft contract provided by bonnie nelson in legal she would still like to change section on exclusivity her number in houston is let me know whatever i can do to help stinson forwarded by stinson gibner hou ect on am bonnie nelson enron development pm to stinson gibner hou ect ect cc vince j kaminski hou ect ect sandeep ca for henwood engagement stinson attached please find a draft consulting agreement for use with henwood you will want to review it before you send it to henwood please see section in particular also i put in that arbitration will be in houston and texas law will apply we could move that to new york with new york law if that is better for henwood if pressed we could make it singapore or u k law with arb in singapore but any other law including australian law would mean we would need to get this contract reviewed by foreign counsel so i strongly urge you to argue for texas or ny law no other state please i tried to make this agreement reflect the terms in henwood s proposal and believe i succeeded our form has some additional terms not contained in their proposal as well as fcpa boilerplate ie the business conduct and drug policy language also i just want to point out that this agreement allows them to subcontract the work but only with our written agreement under their proposal the subcontractor costs will be charged to us at cost plus so you might not want to do it please let me know if you have any comments or questions bonnie,0
software license ms geman i apologize for the delay but i finally have drafted an escrow agreement for placing the software in escrow with your attorneys please review and have your attorneys review and let me know if it is acceptable i will be leaving the department i have been working in and moving to a different enron subsidiary on october if at all possible could we try to get the software license agreement and the escrow agreement wrapped up before i leave so that someone else does not have to try to pick up where i left off i think we are just about in agreement on the software license portion seems like the only outstanding question had to do with your concern regarding providing a response time of business days i do not have any answers regarding that maybe vince kaminski or stinson gibner can respond on this issue i look forward to hearing from you and trying to get this finalized within the next weeks if possible thank you karla feldman enron corp,0
headcount verification deadline noon wednesday oct becky attached is the october revised research group headcount forwarded by shirley crenshaw hou ect on pm becky pham am to shirley crenshaw hou ect ect cc headcount verification deadline noon wednesday oct please verify the attached file for accuracy complete the blank columns and add any new employees if you have any questions call me thanx,0
i m unwell in not at all soccerwe are here coca cola,1
dg energy software vince here is my edited version of the software license agreement can you read it once before i forward it for internal approval i specified that the covers a single user perpetural license access to source after one year and covers maintenance and support for one year any suggestions stinson,0
claim your free home depot gift card a value claim your home depot gift card a value were sure you can find a use for this gift card in your area by exclusiverewards bxjqlhgh,1
upcoming energy conference kaminski requirements vince i sent you itinerary to her but did not send a photo or the handouts thanks forwarded by shirley crenshaw hou ect on pm dawn scovill on am to shirley crenshaw hou ect ect cc upcoming energy conference kaminski requirements good morning shirley i m missing some things from mr kaminski w regard to his presentation in miami in a few weeks at your earliest convenience could you please forward the following pr photo either electronic or i ll scan return handouts either electronic or mail clean copy to the address below copy of his flight itinerary so we know when to expect him all the contact info you need is as follows dawn scovill conference coordinator powerful new ideas pmb s congress avenue west palm beach fl phone fax email dawn perfectmeeting com i would really appreciate your prompt attention i m working toward getting the room set ups conference book finalized thanks for your help look forward to a great conference dawn from dawn scovill event coordinator designs event consulting dawn perfectmeeting com,0
offer ken either is really fine with me i m glad to have you coming i will be out of the office on nov and the nd is likely to be a short day for most people so starting on nov would probably work the best for us stinson kenneth parkhill on pm to stinson gibner e mail cc offer stinson i have talked with folks here at fn and i am happy to say that may be able to start at enron as soon as monday november the week of thanksgiving i am in the process of wrapping up my existing projects but it appears that things are coming together well and i may be able to leave a little earlier than i had thought would you prefer that i start the week after thanksgiving ken kenneth l parkhill p e ph d freese nichols inc international plaza suite fort worth texas fax,0
li sun vince i am so glad that your meeting went well with li yesterday this is a confirmation email to let everyone know that li sun will begin in vince s organization on monday august th if you have any questions please let me know thanks forwarded by jana giovannini hou ect on am from jana giovannini pm to vince j kaminski hou ect ect cc john j lavorato corp enron enron jeffrey a shankman hou ect ect hunter s shively hou ect ect shelly butler hou ect ect ina rangel hou ect ect li sun vince thanks for your response apparently we were under the incorrect impression that your group would be taking li based on jeff s note below we apologize for not contacting you last friday to confirm prior to placing li in your group i have faxed li s resume to you and hope that you will have time to review it today please call me back as soon as you can to discuss li s opportunities in your group if vince is not interested in li for his group we will consider li placed in ena gas trading original placement in john lavorato s organization once i hear from vince one way or the other the program will consider li s placement final in either research or ena gas trading hopefully this will be resolved by tuesday morning so that we may communicate to li her rotation information if you have any questions please let me know thank you vince j kaminski pm to jana giovannini hou ect ect cc vikas dwivedi fyi vince forwarded by vince j kaminski hou ect on pm vince j kaminski pm to shelly butler hou ect ect cc john j lavorato corp enron enron jeffrey a shankman hou ect ect hunter s shively hou ect ect vince j kaminski hou ect ect vikas dwivedi shelly i shall not accept anybody for a rotation without a prior interview li was scheduled to meet with me last thursday but she never showed up she did not call to cancel or to apologize for not showing up i have not seen her resume please assume she is not rotating into my group till further notice vince from shelly butler pm to jeffrey a shankman hou ect ect cc hunter s shively hou ect ect john j lavorato corp enron enron vince j kaminski hou ect ect craig breslau hou ect ect ina rangel hou ect ect vikas dwivedi jeff just wanted to confirm that li will be placed in vince kaminski s group vikas has been placed in ena middle market reporting to craig breslau please contact me at if you have any questions thanks for your help shelly from jeffrey a shankman pm to shelly butler hou ect ect cc hunter s shively hou ect ect john j lavorato corp enron enron shelly hunter spoke with li today and agrees that her first rotation should be in vince s group doing modelling etc this will give her the broadest experience for a first rotation i m sure the other person in question vikas will do very well in hunter s group thanks for your help jeff,0
possible summer internship with enron vince and datren i have scheduled a telephone interview with ainsley this afternoon thursday at pm her telephone no is you can use conference room ebl thanks forwarded by shirley crenshaw hou ect on am ainsley gaddis on pm to cc possible summer internship with enron hi ms crenshaw the best time for the interview would be tomorrow thursday around you can reach me at talk to you then sincerely ainsley gaddis,0
change of payroll status for elena chilkina teresa please change elena chilkina s payroll record to reflect non exempt instead of exempt in order for her to be paid overtime vince kaminski has approved this action her time site is if you need anything else please let me know thanks shirley,0
do you want a rolex for replica watches dragon valentlne com repli lib freedom is nothing else but a chance to be better it does not do to dwell on dreams and forget to live the only thing sadder than a battle won is a battle lost assassination is the extreme form of censorship,1
next eprm article hi vince the next article is due by the end of the week apologies for the lateness could you have a look at the attached draft and let us have your comments in the next couple of days thanks les eprm analytical pricing zip,0
henwood psim stinson vince the henwood runs for dabhol are at least temporarily over however the main modeller for henwood david yumigada works out of their california office it maybe worth our while to have him come and demonstrate the runs and explain the modelling algorithm to the larger group in aparticular now that i am going through some of the comments people have raised on the psim model i think there is value in understanding the way henwood deals with hot and cold starts ramp up costs and with issues of cycling plants i think understanding these will help in developing the next version of the psim and will also give the group here ideas to build into existing models this is a suggestion and so please let me know if you see value in this regards sandeep,0
internship shane monday would work for us my assistant will contact you wednesday to arrange the interviews vince shane green on am to cc internship dr kaminski i just wanted to touch base and see if i needed to snail mail a copy of my resume or get in touch with anyone else over at enron the finance department at lsu will be sending out financial award letters to new ph d students before long and my interning at enron would free up some additional departmental funds in addition if i will be here in baton rouge during the fall i will need to pay my tuition next month i am able to pursue an internship in large part because of the department s cooperation and assurance that when i return i will still have a research and or teaching assistantship to help fund the completion of ph d i have been told that such cooperation and assurances are rare at lsu so i am trying to rock the boat as little as possible i realize until i receive an offer from enron my internship i say internship rather than sabbatical because lsu will not continue to pay me my stipend while i am away is not assured until an offer has been extended by enron i understand that there are procedures and protocols that must be followed before this occurs and i would be willing to do whatever is necessary to move to the next step in that process i will be in houston on july for my wife s grandmother s th birthday if it would be convenient i could be in town on the preceding friday or following monday for a visit and or interview if not given the relatively close proximity between baton rouge and houston i would be happy to come at another time thanks again shane green,0
iafe update dear iafe member i would like to take this opportunity to wish you a happy new year marks the anniversary of the iafe and we will be celebrating with a winter gala at the yale club ballroom on february th the black tie event will begin with cocktails at and a sit down dinner at there will be dancing and festivities including war stories by iafe senior fellows a silent auction and a financial engineering retrospective to name a few a special award will be presented to myron scholes for his work on the black scholes model for more information and to register for the event please go to we are pleased to report that we had a very exciting and productive year with dozens of activities around the world as we enter our th year of operations the iafe has additional membership options available to you please take a moment to renew your membership if you have not done so based on member requests a premium membership is now being offered that includes the annual conference at a discount the financial engineer of the year dinner plus a subscription to the journal of derivatives jod the full membership remains as in previous years the new regular membership includes all full membership benefits except jod membership is based on the calendar year january december our website was recently updated when you get a moment please visit our web site make sure to check the calendar for upcoming events regularly since we add to it frequently i hope to see you at an iafe event in donna jacobus iafe office manager main iafe org,0
dabhol power company caps vince we have completed the valuation of the above interest rate caps as requested i have faxed a copy of the attached files to your attention at please let us know if we can help again regards leslie abreo andrew kalotay associates inc broadway ste new york ny phone fax email leslie abreo kalotay com visit aka s website at www kalotay com cap valuation doc dabhol power co caps xls,0
part time work vince i enjoyed the lunch and part of your presentation last week i had an other engagement to attend to and hence could not make it to the rest of the presentation and reception following it i appreciate the part time offer however i must admit that i did not find the terms very favorable unlike a person who is permamently located in houston i would have the inconvenience and cost of commuting between austin and houston and of accomodation both in austin and houston i really would love to work in the research group and am sincere about this i would just hope that you would consider compensating me at manager level so that i can cover transportation accomodation expenses and more importantly justify the decision to devote at least half of my time to enron away from my thesis i will be looking forward to hearing from you soon best cantekin dincerler doctoral candidate the university of texas at austin graduate school of business department of finance office fax home cell uts cc utexas edu cantekin,0
reuters ecommerce mr kaminski the reports that you ordered european gas market european electricity market uk gas market and uk electricity market has now been processed you should get the reports in the next week or so also just to let you know we have just produced ecommerce reports covering all aspects of ecommerce these reports are very extensive and have all the latest data on ecommerce which is available exclusively within these reports i have also enclosed a brochure with the title of all the ecommerce reports if you have any queries of if i can be of further assistance to you in the future please do not hesitate to contact me directly regards miss mychau phan energy account manager reuters business insight fleet street london ec p al tel fax mphan rbi reports com website www com energy ecommerce cat pdf,0
hello hello vince how are you this week my week is pretty relaxing i am taking the training for the very last product of my company called voicenet and i will achieve the highest state of initiation with destia viatel products ha unfortunatelly i have not been promoted for business vip representative the position associated with t as i do not have any experience with it i am blaming myself because i cannot discipline myself to study consequently every day for gmat all the best to you and see you on saturday patrycja original message from vkaminski aol com mailto vkaminski aol com sent tuesday march pm to patrycja dalecka destia com hello hello still in new york leaving tomorrow night for houston see you on saturday i shall send you more detailed directions on friday take care vince,0
organization announcement given the growth in ees it has become apparent that it is time to consolidate the risk functions between ees and ews this will provide ees with the systems resources and risk expertise of the wholesale energy groups necessary for it to continue to grow and take advantage of current market opportunities with this in mind and in agreement with the management of ees two new risk groups inside enron americas will be formed to provide ees with pricing structuring retail and wholesale commodity risk management logistics and back office services these groups main function is to provide these services to ees we have asked rogers herndon currently vice president trading in the eastern power group to manage this function in the eastern interconnect this includes both gas and power rogers will continue to report to kevin presto we have asked don black formerly vice president ees risk management and sourcing to manage this function in the western u s don will manage this group from houston and will report to tim belden these groups will work very closely with ees to pursue shared goals while ensuring close coordination with the wholesale gas and power trading organizations these changes are effective immediately please congratulate rogers and don on their new roles john lavorato louise kitchen,0
indication dates for sharad s visit hi vince having discussed with sharad we think it would make sense for sharad to go to houston for a few weeks starting at the end of october this would overlap with ben s visit in november and so some alternative arrangement would have to be made for accommodation if he goes after ben then there will not be much time before the holidays meaning it would be left until early next year please let us know if these dates work for you and if so then we can talk about accommodation arrangements thereafter out sat st october return saturday th december regards anjam x,0
school teaching hello vince i stopped by to see you today however mrs shirley notified me that you were out of the country look i need another favor my wife whom you met last summer and i have been living in the woodlands about a month now we have tried to no avail to get her in the local school district as a speech pathologist or a k grade school teacher she could easily find a teaching job in the houston independent school district however i would prefer that she taught locally in the woodlands i need to know if you know of anyone we can contact to get her in the woodlands school system i would greatly appreciate if you could help us out once again i am attaching her resume for your perusal thanks a million vince sincerely datren williams ees x,0
